Product Name,Model_Number,Series,Color,Laptop_Category,MRP_cleaned,Selling_Price_cleaned,Discount_pct,Price_Difference,Rating_cleaned,Ratings_Count_cleaned,Reviews_Count_cleaned,RAM_GB,RAM_Type,SSD_GB,Screen_Size_inches,Screen_Size_cm,Weight_kg,Processor_Brand,Processor_Name,Processor_Generation_cleaned,Operating_System,Refresh_Rate_Hz,Has_Touchscreen,Is_Gaming_Laptop,Has_OLED_Display,In_Stock,Performance_Score,Warranty_Summary,URL,Review_Count,Review_Summaries,Average_Sentiment,Has_Reviews
"ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK322WS Thin and Light Laptop (14 Inch, Mixed Black, 1.38 Kg, With MS Office)",E1404FA-NK322WS,Vivobook Go 14,Mixed Black,Thin and Light,45990.0,39990.0,13.0,6000.0,4.5,130,9,8,LPDDR5,512.0,14.0,35.56,1.38,AMD,Ryzen 3 Quad Core,13.0,Windows 11 Home,60.0,False,False,False,True,21.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-go-14-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk322ws-thin-light-laptop/p/itmd6733f7332771?pid=COMGMGXFQ3QGPJCV&lid=LSTCOMGMGXFQ3QGPJCVN0WDD7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_134&otracker=search&otracker1=search&fm=organic&iid=d760d444-9c9c-446d-8a8b-dbdecfa7e134.COMGMGXFQ3QGPJCV.SEARCH&ppt=None&ppn=None&ssid=8aawh4hrk00000001754328584445&qH=c06ea84a1e3dc3c6,9,Nice product; Wonderful; Great product; Mind-blowing purchase; Super!; Could be way better; Excellent; Great product; Must buy!,Positive,True
"ASUS TUF Gaming F15 Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FX506HCB-HN225T Gaming Laptop (15.6 inch, Graphite Black, 2.30 kg)",FX506HCB-HN225T,TUF Gaming F15,Graphite Black,Gaming,84990.0,136990.0,0.0,6000.0,4.5,521,65,16,DDR4,1000.0,15.6,39.62,2.3,Intel,Core i7,11.0,Windows 10 Home,60.0,False,True,False,True,92.0,1 Year Onsite Warranty,https://www.flipkart.com/asus-tuf-gaming-f15-intel-core-i7-11th-gen-11800h-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-144-hz-fx506hcb-hn225t-laptop/p/itm024475e7d24d3?pid=COMG5QHN3ZEZG9DN&lid=LSTCOMG5QHN3ZEZG9DNE7JWN4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_135&otracker=search&otracker1=search&fm=organic&iid=d760d444-9c9c-446d-8a8b-dbdecfa7e134.COMG5QHN3ZEZG9DN.SEARCH&ppt=None&ppn=None&ssid=8aawh4hrk00000001754328584445&qH=c06ea84a1e3dc3c6,10,Highly recommended; Awesome; Wonderful; Terrific; Worth every penny; Perfect product!; Perfect product..!; Wonderful; Nice product; Just wow!,Positive,True
"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) FA507UV-LP136WS Gaming Laptop (15.6 Inch, Mecha Gray, 2.2 Kg)",FA507UV-LP136WS,TUF Gaming A15,Mecha Gray,Gaming,143990.0,115990.0,19.0,28000.0,4.9,8,3,16,DDR5,512.0,15.6,39.62,2.2,AMD,Ryzen 7 Octa Core,13.0,Windows 11 Home,144.0,False,True,False,True,101.52,1 Year Onsite warranty,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-8845hs-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-fa507uv-lp136ws-laptop/p/itmc24095b76dd1c?pid=COMGZW3FGTJMSNNM&lid=LSTCOMGZW3FGTJMSNNMXQOJ2N&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_240&otracker=search&otracker1=search&fm=organic&iid=15a011ce-d0f8-42f6-aecc-97e6a4294bfb.COMGZW3FGTJMSNNM.SEARCH&ppt=None&ppn=None&ssid=02nc8turvk0000001754328604196&qH=c06ea84a1e3dc3c6,3,Classy product; Super!; Wonderful,Positive,True
"ASUS Zenbook 14 OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ552WS Thin and Light Laptop (14 Inch, Ponder Blue, 1.28 Kg, With MS Office)",UX3405MA-PZ552WS,Zenbook 14 OLED AI PC,Ponder Blue,Thin and Light,122990.0,89990.0,26.0,33000.0,4.6,38,2,16,LPDDR5X,1000.0,14.0,35.56,1.28,Intel,Core Ultra 5,13.0,Windows 11 Home,120.0,True,False,True,True,74.0,1 Year Onsite Warranty,https://www.flipkart.com/asus-zenbook-14-oled-ai-pc-intel-core-ultra-5-125h-16-gb-1-tb-ssd-windows-11-home-ux3405ma-pz552ws-thin-light-laptop/p/itm859da18328490?pid=COMGWZHGMNDWZA4Y&lid=LSTCOMGWZHGMNDWZA4YKDZGMR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_173&otracker=search&otracker1=search&fm=organic&iid=c74621ce-3809-4f78-bf4f-3608f9f78019.COMGWZHGMNDWZA4Y.SEARCH&ppt=None&ppn=None&ssid=lxgwec2qrk0000001754328594002&qH=c06ea84a1e3dc3c6,2,Worth every penny; Terrible product,Mixed,True
"ASUS Zenbook Duo OLED AI PC, Full Metal Body, Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) UX8406MA-QL761WS Dual Screen Laptop (14 Inch, Inkwell Gray, 1.65 Kg, With MS Office)",UX8406MA-QL761WS,"Zenbook Duo OLED AI PC, Full Metal Body,",Inkwell Gray,Standard Laptop,242990.0,149990.0,38.0,93000.0,4.9,7,0,32,LPDDR5X,1000.0,14.0,35.56,1.65,Intel,Core Ultra 7,13.0,Windows 11 Home,60.0,True,False,True,True,94.0,1 Year Onsite warranty,https://www.flipkart.com/asus-zenbook-duo-oled-ai-pc-full-metal-body-intel-core-ultra-7-155h-32-gb-1-tb-ssd-windows-11-home-ux8406ma-ql761ws-dual-screen-laptop/p/itm604adf73d3817?pid=COMGYSFGNQ3YTYNQ&lid=LSTCOMGYSFGNQ3YTYNQ1W7MXD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_99&otracker=search&otracker1=search&fm=organic&iid=0c2bb796-48d7-4e7e-998e-23aa8a4b1059.COMGYSFGNQ3YTYNQ.SEARCH&ppt=None&ppn=None&ssid=zwho5v1mo00000001754328579295&qH=c06ea84a1e3dc3c6,0,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Unknown,False
"ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ131WS Thin and Light Laptop (15.6 Inch, Cool Silver, 1.63 Kg, With MS Office)",E1504FA-NJ131WS,Vivobook Go 15,Cool Silver,Thin and Light,44990.0,30990.0,31.0,14000.0,4.2,339,24,8,LPDDR5,512.0,15.6,39.62,1.63,AMD,Ryzen 3 Quad Core,13.0,Windows 11 Home,60.0,False,False,False,True,21.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj131ws-thin-light-laptop/p/itm1a9101a401f3c?pid=COMH94998FGG8FHG&lid=LSTCOMH94998FGG8FHGURVZSF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_307&otracker=search&otracker1=search&fm=organic&iid=en_YrqBmmNLHA7rLY3sguGLKx8Rl3IuhDnnfFcI0ko2Jowm4RgRRfCF2CzVtDKg60YJRPIyu8OjRJJjrosITZPyhPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=xrcq9l8s0w0000001754328615887&qH=c06ea84a1e3dc3c6,10,Great product; Perfect product!; Value-for-money; Pretty good; Good choice; Good quality product; Brilliant; Simply awesome; Terrific purchase; Terrific purchase,Positive,True
"ASUS TUF Gaming F15 with 90WHr Battery Intel H-Series Intel Core i9 13th Gen 13900H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060/144 Hz/140 TGP) FX507VV-LP071WS Gaming Laptop (15.6 Inch, Mecha Gray, 2.20 Kg, With MS Office)",FX507VV-LP071WS,TUF Gaming F15 with 90WHr Battery Intel H-Series,Mecha Gray,Gaming,185990.0,159000.0,14.0,26990.0,4.6,12,1,16,DDR4,1000.0,15.6,39.62,2.2,Intel,Core i9,13.0,Windows 11 Home,144.0,False,True,False,True,106.4,1 Year Onsite Warranty,https://www.flipkart.com/asus-tuf-gaming-f15-90whr-battery-intel-h-series-core-i9-13th-gen-13900h-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-144-hz-140-tgp-fx507vv-lp071ws-laptop/p/itmbf96942aa1674?pid=COMGPFPCYRKGNZ6F&lid=LSTCOMGPFPCYRKGNZ6FIXNCBU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_299&otracker=search&otracker1=search&fm=organic&iid=834045eb-5a28-4289-8be3-b55c2ca3f11a.COMGPFPCYRKGNZ6F.SEARCH&ppt=None&ppn=None&ssid=xrcq9l8s0w0000001754328615887&qH=c06ea84a1e3dc3c6,1,Simply awesome,Positive,True
"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, A-Part Metal Body, Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) TP3402VAO-LZ612WS 2 in 1 Laptop (14 inch, Cool Silver, 1.50 Kg, With MS Office)",TP3402VAO-LZ612WS,"Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, A-Part Metal Body,",Cool Silver,2-in-1,86990.0,61990.0,28.0,25000.0,4.1,29,4,16,DDR4,512.0,14.0,35.56,1.5,Intel,Core i5,13.0,Windows 11 Home,60.0,True,False,False,False,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-s14-flip-2025-office-2024-m365-basic-a-part-metal-body-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-tp3402vao-lz612ws-2-1-laptop/p/itme494b3629a714?pid=COMH9SJ9VAJ7ZD99&lid=LSTCOMH9SJ9VAJ7ZD99ZNVNMB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=977ebbed-d3bf-49e7-a2c8-f71ac1267210.COMH9SJ9VAJ7ZD99.SEARCH&ppt=None&ppn=None&ssid=kcx3bhqc1c0000001754328566366&qH=c06ea84a1e3dc3c6,4,Terrific; Powerful Performer with One speaker  Flaw; Simply awesome; Very Good,Positive,True
"ASUS Vivobook 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ837WS Thin and Light Laptop (15.6 Inch, Cool Silver, 1.70 Kg, With MS Office)",X1502VA-BQ837WS,Vivobook 15,Cool Silver,Thin and Light,85990.0,61990.0,27.0,24000.0,4.3,153,13,16,DDR4,512.0,15.6,39.62,1.7,Intel,Core i7,13.0,Windows 11 Home,60.0,False,False,False,True,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-15-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-x1502va-bq837ws-thin-light-laptop/p/itm500337caaa66d?pid=COMH96FBVPKVYXUE&lid=LSTCOMH96FBVPKVYXUEDJAWKB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_14_327&otracker=search&otracker1=search&fm=organic&iid=en_pNy0zQ_7F9tQEIVUGiuTeFlEAS1YERmKaBqOn1k3sP6Fr1J_FXOQpCVmO_AKJN6JT1cxn66Cb8k5SxG-HE054PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ssie8mkrjk0000001754328619860&qH=c06ea84a1e3dc3c6,10,Worth the money; Pretty good; Best in the market!; Very Good; Decent product; Terrific purchase; Worthless; Perfect product!; Best in the market!; Terrific purchase,Positive,True
"ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ2325WS Thin and Light Laptop (15.6 Inch, 1B&Quiet Blue, 1.7 Kg, With MS Office)",X1504VA-NJ2325WS,Vivobook 15,1B&Quiet Blue,Thin and Light,56990.0,35990.0,36.0,21000.0,4.2,692,53,16,DDR4,512.0,15.6,39.62,1.7,Intel,Core i3,13.0,Windows 11 Home,60.0,False,False,False,True,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-x1504va-nj2325ws-thin-light-laptop/p/itm35fb3f9516635?pid=COMH9499CDEZTNHX&lid=LSTCOMH9499CDEZTNHXLD7KLF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_77&otracker=search&otracker1=search&fm=organic&iid=en_x1DaeV48Y8iHkbEtx36dCe7ElV58KM61RFguS-VnoFXG-YH7cKeGjCO-67Tkvztwtefm174SzSD4B7WTgbkFEfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=37751brs1s0000001754328574341&qH=c06ea84a1e3dc3c6,10,Great product; Classy product; Good; Delightful; Really Nice; Awesome; Awesome; Nice; Not good; Very Good,Positive,True
"ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK322WS Thin and Light Laptop (15.6 Inch, Mixed Black, 1.63 Kg, With MS Office)",E1504FA-LK322WS,Vivobook Go 15 OLED,Mixed Black,Thin and Light,61990.0,34666.0,44.0,27324.0,4.4,4163,455,8,LPDDR5,512.0,15.6,39.62,1.63,AMD,Ryzen 3 Quad Core,13.0,Windows 11 Home,60.0,False,False,True,False,41.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk322ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFE9F37AMQ&lid=LSTCOMGMGXFE9F37AMQLGQ2YD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_358&otracker=search&otracker1=search&fm=organic&iid=en_ddhDAxQk6DtEjgAdabXPSgmr1PlZFFUpr7eBujQS2GmlKqtvErizKVgnjRxyK9xRR2qcp1pPD9COWGcYkpH8BqV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=9og300s8w00000001754328624318&qH=c06ea84a1e3dc3c6,10,Best in the market!; Terrific; Perfect product!; Perfect product!; Must buy!; Highly recommended; Good choice; Worth the money; Classy product; love that one..,Positive,True
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, H-Series Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) S3407VA-LY037WS Thin and Light Laptop (14 inch, Matte Gray, 1.39 Kg, With MS Office)",S3407VA-LY037WS,"Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, H-Series",Matte Gray,Thin and Light,84990.0,58990.0,30.0,26000.0,4.4,93,6,16,DDR5,512.0,14.0,35.56,1.39,Intel,Core i5,13.0,Windows 11 Home,60.0,False,False,False,True,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-metallic-design-h-series-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-s3407va-ly037ws-thin-light-laptop/p/itm820c07740b4c9?pid=COMH9SJ9VCEQJCSX&lid=LSTCOMH9SJ9VCEQJCSXBL2HSQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_142&otracker=search&otracker1=search&fm=organic&iid=en_vqXE2xB-YdYAXA4PA7oj5e-gy7ZEmeDolUwAJ3s0bYAQCDLaTb5SPYkyPfOXSsLEMylb5OAzFSDIP2Sa-USJlKV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=8aawh4hrk00000001754328584445&qH=c06ea84a1e3dc3c6,6,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Positive,True
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) S3407QA-KP027WS Thin and Light Laptop (14 inch, Matte Gray, 1.39 Kg, With MS Office)",S3407QA-KP027WS,"Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC",Matte Gray,Thin and Light,92990.0,67990.0,26.0,25000.0,4.5,13,0,16,LPDDR5X,512.0,14.0,35.56,1.39,Qualcomm,Snapdragon X,13.0,Windows 11 Home,60.0,False,False,False,True,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-metallic-design-copilot-pc-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3407qa-kp027ws-thin-light-laptop/p/itmafafdebe9e0fe?pid=COMH9SJ9R2XPUEKZ&lid=LSTCOMH9SJ9R2XPUEKZ5XQBHY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_221&otracker=search&otracker1=search&fm=organic&iid=en_kykJRd0-FI9q_exBv65QpRRL4NY5uP9ngexvHNrjNgQ9zrhiCTXOzYPXjtCmxtaUhHOU_EoKM_kk5XqmT02CFvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=02nc8turvk0000001754328604196&qH=c06ea84a1e3dc3c6,0,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Unknown,False
"ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Thin and Light Laptop (15.6 Inch, Silver, 1.63 Kg, With MS Office)",E1504FA-NJ321WS,Vivobook Go 15,Silver,Thin and Light,50990.0,30690.0,39.0,20300.0,4.3,3085,285,8,LPDDR5,512.0,15.6,39.62,1.63,AMD,Ryzen 3 Quad Core,13.0,Windows 11 Home,60.0,False,False,False,True,21.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUUGYRB96A&lid=LSTCOMGNRNUUGYRB96AXULOGS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_89&otracker=search&otracker1=search&fm=organic&iid=de98dd3f-c735-47f0-bf82-b0e003f586ce.COMGNRNUUGYRB96A.SEARCH&ppt=None&ppn=None&ssid=37751brs1s0000001754328574341&qH=c06ea84a1e3dc3c6,10,Classy product; Must buy!; Good choice; Pretty good; Best in the market!; Wonderful; Highly recommended; Classy product; Worth the money; Awesome,Positive,True
"ASUS ROG Strix SCAR 16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 5080/240 Hz/175 W) G635LW-RW157WS Gaming Laptop (16 inch, Off Black, 2.8 kg, With MS Office)",G635LW-RW157WS,ROG Strix SCAR 16 (2025) with Office 2024 + M365 Basic*,Off Black,Gaming,401990.0,379990.0,5.0,22000.0,4.4,0,0,32,DDR5,2000.0,16.0,40.64,2.8,Intel,Core Ultra 9,13.0,Windows 11 Home,240.0,False,True,False,True,158.0,1 Year Onsite Warranty,https://www.flipkart.com/asus-rog-strix-scar-16-2025-office-2024-m365-basic-intel-core-ultra-9-275hx-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-5080-240-hz-175-w-g635lw-rw157ws-gaming-laptop/p/itmf687e260d01c2?pid=COMHBGQ4JEVZTBE9&lid=LSTCOMHBGQ4JEVZTBE9XST4N7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_354&otracker=search&otracker1=search&fm=organic&iid=34cc4c74-1c23-4802-967f-c029abf00607.COMHBGQ4JEVZTBE9.SEARCH&ppt=None&ppn=None&ssid=9og300s8w00000001754328624318&qH=c06ea84a1e3dc3c6,0,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Unknown,False
"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thin and Light Laptop (15.6 Inch, Quiet Blue, 1.70 Kg, With MS Office)",X1504ZA-NJ341WS,Vivobook 15,Quiet Blue,Thin and Light,54990.0,37590.0,31.0,17400.0,4.3,6754,492,16,DDR4,512.0,15.6,39.62,1.7,Intel,Core i3,12.0,Windows 11 Home,60.0,False,False,False,False,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj341ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMH3BKW4YSBUZ5G&lid=LSTCOMH3BKW4YSBUZ5GOF3Y7Y&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_64&otracker=search&otracker1=search&fm=organic&iid=48a7e8b2-46c1-460c-b137-bf2db29e3d69.COMH3BKW4YSBUZ5G.SEARCH&ppt=None&ppn=None&ssid=ipn9oib8io0000001754328570743&qH=c06ea84a1e3dc3c6,10,Wonderful; Terrific purchase; Terrific purchase; Simply awesome; Worth the money; Wonderful; Super!; Best in the market!; Good choice; Worth the money,Positive,True
"ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5541WS Thin and Light Laptop (15.6 inch, Cool Silver, 1.63 Kg, With MS Office)",E1504FA-NJ5541WS,Vivobook Go 15,Cool Silver,Thin and Light,55990.0,39990.0,28.0,16000.0,4.2,1200,82,16,LPDDR5,512.0,15.6,39.62,1.63,AMD,Ryzen 5 Quad Core,13.0,Windows 11 Home,60.0,False,False,False,True,37.12,1 Year Carry-in Warranty,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1504fa-nj5541ws-thin-light-laptop/p/itm11c1635cd5848?pid=COMH8VXVGEPMSHGC&lid=LSTCOMH8VXVGEPMSHGCQHUQX6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_188&otracker=search&otracker1=search&fm=organic&iid=en_jqQaYFNsex9PVitoWi6ac_QlR8nQImjKubl35ccE2vm1907QE6e-k8_lRWRkGpsHQYkhLZBN1bRhmrfo7OOTKvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=lxgwec2qrk0000001754328594002&qH=c06ea84a1e3dc3c6,10,Fabulous!; Very Good; Highly recommended; Must buy!; Nice product; Just wow!; Worth every penny; Mind-blowing purchase; Very Good; Not recommended at all,Positive,True
"ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ2325WS Thin and Light Laptop (15.6 Inch, 1B&Quiet Blue, 1.7 Kg, With MS Office)",X1504VA-NJ2325WS,Vivobook 15,1B&Quiet Blue,Thin and Light,56990.0,35990.0,36.0,21000.0,4.2,692,53,16,DDR4,512.0,15.6,39.62,1.7,Intel,Core i3,13.0,Windows 11 Home,60.0,False,False,False,True,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-x1504va-nj2325ws-thin-light-laptop/p/itm35fb3f9516635?pid=COMH9499CDEZTNHX&lid=LSTCOMH9499CDEZTNHXLD7KLF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_197&otracker=search&otracker1=search&fm=organic&iid=en_p0GS1cfv_uhZ42WJFHjKP4LqTtqVAI047WACxlKvJfV-0TzQQz0ij20PKR0v-PzEtefm174SzSD4B7WTgbkFEfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=4qzt9z5ui80000001754328598267&qH=c06ea84a1e3dc3c6,10,Great product; Classy product; Good; Delightful; Really Nice; Awesome; Awesome; Nice; Not good; Very Good,Positive,True
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK804WS Thin and Light Laptop (14 inch, Transparent Silver, 1.40 Kg, With MS Office)",X1404VA-NK804WS,Vivobook 14 (2025) with Office 2024 + M365 Basic*,Transparent Silver,Thin and Light,68990.0,43990.0,36.0,25000.0,4.2,9,0,8,DDR4,512.0,14.0,35.56,1.4,Intel,Core i5,13.0,Windows 11 Home,60.0,False,False,False,True,21.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-x1404va-nk804ws-thin-light-laptop/p/itme1587a768f69e?pid=COMH9SJ9H3HGSPH5&lid=LSTCOMH9SJ9H3HGSPH5PONCIP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_120&otracker=search&otracker1=search&fm=organic&iid=0c2bb796-48d7-4e7e-998e-23aa8a4b1059.COMH9SJ9H3HGSPH5.SEARCH&ppt=None&ppn=None&ssid=zwho5v1mo00000001754328579295&qH=c06ea84a1e3dc3c6,0,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Unknown,False
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, H-Series Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) S3407VA-LY033WS Thin and Light Laptop (14 inch, Cool Silver, 1.39 Kg, With MS Office)",S3407VA-LY033WS,"Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, H-Series",Cool Silver,Thin and Light,84990.0,58990.0,30.0,26000.0,4.4,93,6,16,DDR5,512.0,14.0,35.56,1.39,Intel,Core i5,13.0,Windows 11 Home,60.0,False,False,False,True,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-metallic-design-h-series-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-s3407va-ly033ws-thin-light-laptop/p/itm7da6134d4236a?pid=COMH9SJ9QHFMWRGM&lid=LSTCOMH9SJ9QHFMWRGMPKHG6W&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_q-QqFzyCly6r-nmK5eIMPGKlW8-18yy2G3yey7vmxjghUceTXqvfn90RMceWD4fpMh7cN6RkYng_t45szBlZn_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=cg2b8393n40000001754328562363&qH=c06ea84a1e3dc3c6,6,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Positive,True
